username,positive_percentage,neutral_percentage,negative_percentage,sentiment_score,dominant_sentiment
heathered_nest,35.46,29.82,34.72,50.37,Neutral 😐
heatherrelizabethh,35.05,28.39,36.55,49.25,Neutral 😐
heathersdish,35.06,29.87,35.06,50.0,Neutral 😐
helenacoelhooo,33.55,31.94,34.52,49.51,Neutral 😐
helenacueva,34.53,30.8,34.68,49.92,Neutral 😐
helenanderz,33.33,31.64,35.03,49.15,Neutral 😐
heleneisfor,34.16,31.16,34.68,49.74,Neutral 😐
helerrin,32.08,29.56,38.36,46.86,Neutral 😐
hellomeganlee,35.46,29.76,34.78,50.34,Neutral 😐
hellospoonful,34.91,29.83,35.27,49.82,Neutral 😐
hellotootsie,34.78,26.09,39.13,47.83,Neutral 😐
hellpendragon,36.94,28.83,34.23,51.35,Neutral 😐
helpfulmum,36.73,30.61,32.65,52.04,Neutral 😐
helpmerhondapr,33.33,30.77,35.9,48.72,Neutral 😐
henna_heavan,33.33,33.33,33.33,50.0,Neutral 😐
henryjwade,35.45,29.26,35.29,50.08,Neutral 😐
hercampusbryant,,,,0.0,Neutral 😐
hercampusuga,25.0,50.0,25.0,50.0,Neutral 😐
herr_lich_fit,36.47,28.02,35.51,50.48,Neutral 😐
heydylopez_,34.32,31.55,34.12,50.1,Neutral 😐
heyitsbecks,35.47,29.44,35.09,50.19,Neutral 😐
heykackie,34.51,30.53,34.96,49.78,Neutral 😐
heyletsmakestuff,35.31,29.82,34.87,50.22,Neutral 😐
heytherejacquelyn,35.08,29.25,35.67,49.71,Neutral 😐
hi_i_am_steph,34.43,31.36,34.21,50.11,Neutral 😐
hijadelaluuna,35.01,30.14,34.85,50.08,Neutral 😐
hik3beasthawaii,36.11,30.25,33.64,51.23,Neutral 😐
hintofwellness,34.53,29.5,35.97,49.28,Neutral 😐
hippie__world___,,,,0.0,Neutral 😐
hippies_dreads__world,33.33,16.67,50.0,41.67,Neutral 😐
hislaboratory,35.73,29.78,34.49,50.62,Neutral 😐
hit1009hobart,37.93,29.31,32.76,52.59,Neutral 😐
holaleon,35.29,32.35,32.35,51.47,Neutral 😐
holistical,35.28,32.36,32.36,51.46,Neutral 😐
hollifer__,35.17,29.14,35.69,49.74,Neutral 😐
hollyrebeccawhite,35.35,29.3,35.35,50.0,Neutral 😐
homemakershabitat,35.67,28.65,35.67,50.0,Neutral 😐
honestcooking,34.73,29.29,35.98,49.37,Neutral 😐
honestlyalessandra,35.39,29.4,35.22,50.08,Neutral 😐
honeyblondegigi,34.39,30.66,34.95,49.72,Neutral 😐
hoopstake,32.91,29.11,37.97,47.47,Neutral 😐
hoover,46.67,13.33,40.0,53.33,Neutral 😐
hop_on_in_america,33.78,32.43,33.78,50.0,Neutral 😐
hopemariefit,35.06,30.11,34.83,50.11,Neutral 😐
hopeterk,35.29,29.85,34.86,50.21,Neutral 😐
hornsby_style,34.35,31.79,33.86,50.25,Neutral 😐
horvattamara,35.56,28.5,35.94,49.81,Neutral 😐
houghton_fx,35.38,29.23,35.38,50.0,Neutral 😐
houseandhomemag,35.63,29.5,34.87,50.38,Neutral 😐
houseofbrooklyn,35.15,29.69,35.15,50.0,Neutral 😐
houseonasugarhill,34.36,29.66,35.99,49.19,Neutral 😐
houstonslala,34.88,29.21,35.92,49.48,Neutral 😐
howtohockey,34.77,30.21,35.02,49.88,Neutral 😐
huckandnell,32.08,30.19,37.74,47.17,Neutral 😐
hudindick,36.12,30.29,33.59,51.26,Neutral 😐
hueges,37.5,25.0,37.5,50.0,Neutral 😐
hugo_the_westie,0.0,50.0,50.0,25.0,Negative 😔
hugomacqueenie,35.42,29.52,35.06,50.18,Neutral 😐
hungermama,35.07,29.04,35.89,49.59,Neutral 😐
huntermcgrady,35.18,29.79,35.02,50.08,Neutral 😐
husbandandhusband,34.48,30.64,34.87,49.8,Neutral 😐
hustlhers,40.0,30.0,30.0,55.0,Neutral 😐
huyentxo,36.01,29.09,34.89,50.56,Neutral 😐
i_needvitaminsea,35.59,27.12,37.29,49.15,Neutral 😐
i_stolethemoon,33.71,31.27,35.02,49.35,Neutral 😐
i_tronisti,32.58,33.71,33.71,49.44,Neutral 😐
iambriajewell,33.33,33.33,33.33,50.0,Neutral 😐
iambrunella,38.71,22.58,38.71,50.0,Neutral 😐
iamcharlotteolivia,34.25,30.64,35.11,49.57,Neutral 😐
iamcindysimmons,35.89,28.23,35.89,50.0,Neutral 😐
iamgeorgenikolaou,35.01,29.54,35.45,49.78,Neutral 😐
iamjaqueline,35.24,29.66,35.1,50.07,Neutral 😐
iamjessicabruno,34.03,30.98,34.99,49.52,Neutral 😐
iamkellyhughes,34.59,31.71,33.69,50.45,Neutral 😐
iamliliwilson,34.62,30.77,34.62,50.0,Neutral 😐
iampandar,38.89,29.63,31.48,53.7,Neutral 😐
iamprettyred,34.09,27.27,38.64,47.73,Neutral 😐
iamracheljolley,36.11,29.17,34.72,50.69,Neutral 😐
iamsierrared,34.05,30.48,35.48,49.29,Neutral 😐
iamstarrhoward,35.71,29.76,34.52,50.6,Neutral 😐
iamvickoku,35.33,29.95,34.72,50.31,Neutral 😐
iamvyhuynh,36.44,29.33,34.22,51.11,Neutral 😐
ianmcrumm,34.88,30.29,34.82,50.03,Neutral 😐
ichasestyle,35.0,35.0,30.0,52.5,Neutral 😐
iconaccidental,35.81,29.76,34.43,50.69,Neutral 😐
idakrus,35.17,30.02,34.81,50.18,Neutral 😐
idlehandsawake,35.4,29.08,35.52,49.94,Neutral 😐
idmanluula,36.83,27.51,35.66,50.58,Neutral 😐
idobridal,38.1,33.33,28.57,54.76,Neutral 😐
ieatsf,34.89,28.68,36.43,49.23,Neutral 😐
ig_bmw,35.28,29.48,35.23,50.02,Neutral 😐
ihavethisthingwithvintage,35.19,28.73,36.08,49.55,Neutral 😐
iheartkatiecakes,35.22,30.0,34.78,50.22,Neutral 😐
iiinziii,33.33,33.33,33.33,50.0,Neutral 😐
iingibjorgeyfjord,33.54,31.01,35.44,49.05,Neutral 😐
ikonora,34.94,30.12,34.94,50.0,Neutral 😐
il_mondo_di_aly,36.36,27.27,36.36,50.0,Neutral 😐
ileniasparkle,35.77,29.7,34.53,50.62,Neutral 😐
ileniasugar,33.33,33.33,33.33,50.0,Neutral 😐
ilovebeingamommy_,32.69,33.97,33.33,49.68,Neutral 😐
imagesbybrandon,35.94,29.17,34.89,50.53,Neutral 😐
imagesofcanada,35.46,29.38,35.16,50.15,Neutral 😐
imarikuna,37.02,27.5,35.48,50.77,Neutral 😐
imjamiestone,34.74,30.31,34.95,49.89,Neutral 😐
imnitata,35.63,28.34,36.03,49.8,Neutral 😐
imserenalee,33.86,30.29,35.85,49.0,Neutral 😐
imshandadenyce,35.16,30.77,34.07,50.55,Neutral 😐
imsophyhoward,33.6,30.4,36.0,48.8,Neutral 😐
ingasglam,35.72,29.28,34.99,50.36,Neutral 😐
innovative_influence_media,35.71,28.57,35.71,50.0,Neutral 😐
inquiringchef,35.12,29.43,35.45,49.83,Neutral 😐
inredningshjalpen,0.0,0.0,100.0,0.0,Negative 😔
inspiring_wanderers,35.45,29.21,35.34,50.05,Neutral 😐
inspobyelvirall,34.34,30.89,34.77,49.78,Neutral 😐
instagazman,33.82,29.41,36.76,48.53,Neutral 😐
instakeesh,36.63,26.73,36.63,50.0,Neutral 😐
interiorjunkiecom,35.28,30.02,34.69,50.29,Neutral 😐
interiorjunkieee,37.5,28.12,34.38,51.56,Neutral 😐
inthemuddleofmitchells,35.67,28.99,35.35,50.16,Neutral 😐
intotheglimmer,50.0,25.0,25.0,62.5,Positive 😄
inverse_media,37.78,28.89,33.33,52.22,Neutral 😐
ioegreer,34.43,31.15,34.43,50.0,Neutral 😐
irenenunezin,36.18,29.9,33.92,51.13,Neutral 😐
ireninacris,35.73,29.36,34.91,50.41,Neutral 😐
irina_ls,34.36,30.03,35.61,49.37,Neutral 😐
irinageorgieva,34.08,27.93,37.99,48.04,Neutral 😐
iris_reeves,34.02,29.67,36.32,48.85,Neutral 😐
ironnsalt,35.22,29.56,35.22,50.0,Neutral 😐
irwinhannah,37.5,30.0,32.5,52.5,Neutral 😐
isaaclikes_,35.03,29.59,35.38,49.83,Neutral 😐
isabellmehl,36.92,27.72,35.35,50.79,Neutral 😐
isabelsalasv,37.41,29.31,33.28,52.06,Neutral 😐
isabelvacilotto,33.33,33.33,33.33,50.0,Neutral 😐
isiix_,35.14,29.05,35.81,49.66,Neutral 😐
islandslike,35.63,27.59,36.78,49.43,Neutral 😐
islandvibess,34.87,30.27,34.87,50.0,Neutral 😐
isthateddie_,36.15,28.88,34.97,50.59,Neutral 😐
italonation_worldwide,,,,0.0,Neutral 😐
itashama,35.87,29.35,34.78,50.54,Neutral 😐
itij,35.76,28.73,35.52,50.12,Neutral 😐
itisalovelylife,34.94,29.96,35.09,49.93,Neutral 😐
itisfurny,35.81,28.59,35.6,50.11,Neutral 😐
itrentenni,35.83,30.14,34.03,50.9,Neutral 😐
its_a_vegworld_afterall,35.64,29.15,35.21,50.21,Neutral 😐
itsalicewang,35.0,28.64,36.36,49.32,Neutral 😐
itsalljacky,35.16,29.63,35.21,49.98,Neutral 😐
itsbotilly,36.0,28.0,36.0,50.0,Neutral 😐
itsdanielaferreira,,,,0.0,Neutral 😐
itseriikaamp,35.05,29.69,35.26,49.9,Neutral 😐
itsessi,35.55,30.22,34.22,50.67,Neutral 😐
itsevachung,37.93,26.44,35.63,51.15,Neutral 😐
itshafu,30.34,34.83,34.83,47.75,Neutral 😐
itsjackiefoster,35.62,28.98,35.4,50.11,Neutral 😐
itsjessicamiller,32.9,31.36,35.73,48.59,Neutral 😐
itsjuliamitchell,35.24,28.57,36.19,49.52,Neutral 😐
itskategard,33.33,33.33,33.33,50.0,Neutral 😐
itskristallyn,35.08,29.34,35.59,49.74,Neutral 😐
itsmekassidee,35.45,28.18,36.36,49.55,Neutral 😐
itsmoosethepug,35.35,31.31,33.33,51.01,Neutral 😐
itsonlylove_,33.46,32.66,33.88,49.79,Neutral 😐
itzalexisss,35.59,28.81,35.59,50.0,Neutral 😐
itzjul,36.73,28.57,34.69,51.02,Neutral 😐
ivanhidalgo_fotografo,37.04,22.22,40.74,48.15,Neutral 😐
ivantaged,34.27,31.07,34.66,49.8,Neutral 😐
ivanthomasmedia,34.21,31.58,34.21,50.0,Neutral 😐
ivareythorsson,34.74,31.23,34.04,50.35,Neutral 😐
ivneettogar,36.01,29.57,34.43,50.79,Neutral 😐
ivy_lc,34.9,30.38,34.71,50.1,Neutral 😐
iwannawinrd_,,,,0.0,Neutral 😐
izorgor,,,,0.0,Neutral 😐
j7507775,,,,0.0,Neutral 😐
j_kloppy,34.62,30.77,34.62,50.0,Neutral 😐
j_make_up,35.04,29.96,35.0,50.02,Neutral 😐
jaaclynnnn,34.83,30.32,34.85,49.99,Neutral 😐
jacintagee,34.85,29.71,35.44,49.71,Neutral 😐
jack4carp,34.92,30.95,34.13,50.4,Neutral 😐
jack_anstey,34.66,30.0,35.35,49.66,Neutral 😐
jackaaalack,36.84,25.44,37.72,49.56,Neutral 😐
jackhemmings20,31.17,31.33,37.5,46.84,Neutral 😐
jackiesblogspot,34.56,31.62,33.82,50.37,Neutral 😐
jackiewyers,34.82,30.02,35.16,49.83,Neutral 😐
jackileejones,35.01,29.99,35.01,50.0,Neutral 😐
jackjunk,35.16,30.99,33.85,50.65,Neutral 😐
jackshellradio,40.0,20.0,40.0,50.0,Neutral 😐
jaclyndeleonstyle,35.15,29.7,35.15,50.0,Neutral 😐
jaclynfyffe,37.84,24.32,37.84,50.0,Neutral 😐
jaclynrjohnson,34.8,30.65,34.55,50.12,Neutral 😐
jacquelinef143,34.59,29.51,35.9,49.34,Neutral 😐
jadebeerman,34.94,30.72,34.34,50.3,Neutral 😐
jadebillington,35.44,29.88,34.68,50.38,Neutral 😐
jadetamaralewis,36.16,30.7,33.15,51.51,Neutral 😐
jaerichards,35.39,32.78,31.83,51.78,Neutral 😐
jagerdood,34.17,30.21,35.62,49.28,Neutral 😐
jaime_cittadino,34.5,30.17,35.33,49.58,Neutral 😐
jaimecharmed,34.99,29.01,36.0,49.49,Neutral 😐
jake_paul_white,36.99,27.4,35.62,50.68,Neutral 😐
jakeellis86,34.18,31.65,34.18,50.0,Neutral 😐
jalhammadi__,36.0,32.0,32.0,52.0,Neutral 😐
jamaica_asthma,35.71,29.3,34.99,50.36,Neutral 😐
jamesmccoytaylor,35.24,32.04,32.72,51.26,Neutral 😐
jamiecharoen,35.85,29.2,34.95,50.45,Neutral 😐
jamiehrice,42.86,21.43,35.71,53.57,Neutral 😐
jamieout,70.2,17.21,12.59,78.81,Positive 😄
jana_katharina,35.44,29.56,35.0,50.22,Neutral 😐
jandova_andrea,37.84,27.03,35.14,51.35,Neutral 😐
janeinsane_,34.16,32.93,32.9,50.63,Neutral 😐
janicejoostemaa,35.36,29.48,35.16,50.1,Neutral 😐
janiceliou,34.83,30.83,34.34,50.25,Neutral 😐
janicemonroee,37.41,26.86,35.73,50.84,Neutral 😐
janinakoskenniska,35.79,28.42,35.79,50.0,Neutral 😐
janiyawalker,35.59,30.68,33.73,50.93,Neutral 😐
jankatopanka,34.22,30.26,35.52,49.35,Neutral 😐
jas_helena,36.11,30.56,33.33,51.39,Neutral 😐
jascurtissmith,34.77,30.76,34.47,50.15,Neutral 😐
jasikaistrycurious,34.77,29.03,36.2,49.28,Neutral 😐
jasminelyxx,36.31,30.46,33.23,51.54,Neutral 😐
jasminevillegas,34.72,27.65,37.64,48.54,Neutral 😐
jasminwalia,35.03,29.98,34.99,50.02,Neutral 😐
jasonnaylor,35.03,29.92,35.05,49.99,Neutral 😐
jattstreetstyle,36.15,31.46,32.39,51.88,Neutral 😐
jaybraun,35.47,29.16,35.37,50.05,Neutral 😐
jaydestella,36.26,28.84,34.91,50.68,Neutral 😐
jayemills_,50.0,0.0,50.0,50.0,Neutral 😐
jaylifeandstyle,34.7,30.44,34.86,49.92,Neutral 😐
jazznicole,35.06,28.57,36.36,49.35,Neutral 😐
jazzysojas,36.67,28.67,34.67,51.0,Neutral 😐
jbrezyphoto,37.5,28.75,33.75,51.88,Neutral 😐
jcastld,37.5,27.5,35.0,51.25,Neutral 😐
jdaltoncroft,36.36,27.27,36.36,50.0,Neutral 😐
jeandusartelheintz,26.67,33.33,40.0,43.33,Neutral 😐
jeanwang,35.87,28.85,35.28,50.29,Neutral 😐
jedtheoptimist,35.04,30.54,34.43,50.3,Neutral 😐
jeep_wranglers,36.29,29.86,33.84,51.22,Neutral 😐
jefaoblack,32.96,32.64,34.41,49.28,Neutral 😐
jefferson_lane,33.78,31.08,35.14,49.32,Neutral 😐
jehancancook,33.24,31.76,35.0,49.12,Neutral 😐
jeisarenata,34.9,30.99,34.1,50.4,Neutral 😐
jemimas,39.13,26.09,34.78,52.17,Neutral 😐
jenhatzung,37.86,28.16,33.98,51.94,Neutral 😐
jenizreviewz,34.62,32.31,33.08,50.77,Neutral 😐
jenmiamakeup,34.77,29.42,35.81,49.48,Neutral 😐
jenn__kang,33.33,33.33,33.33,50.0,Neutral 😐
jenna_warren,35.0,27.22,37.78,48.61,Neutral 😐
jennacompono,36.58,29.29,34.13,51.22,Neutral 😐
jennallard,35.38,28.66,35.97,49.7,Neutral 😐
jennaraecakes,37.14,29.52,33.33,51.9,Neutral 😐
jennetliaw,35.52,27.95,36.53,49.49,Neutral 😐
jenniferbachdim,34.38,30.03,35.59,49.39,Neutral 😐
jenninsouthtex,34.62,30.77,34.62,50.0,Neutral 😐
jennipupulandia,31.96,30.52,37.53,47.22,Neutral 😐
jennstreicher,35.39,29.59,35.02,50.18,Neutral 😐
jennylinnnn,34.93,30.0,35.07,49.93,Neutral 😐
jennyrichfit,33.94,29.36,36.7,48.62,Neutral 😐
jennyseaves,34.69,30.62,34.69,50.0,Neutral 😐
jeradmichael,35.09,29.55,35.37,49.86,Neutral 😐
jeremy_fisher_,36.18,28.95,34.87,50.66,Neutral 😐
jeroenvanes,34.49,29.98,35.53,49.48,Neutral 😐
jeromeprun,35.17,30.2,34.63,50.27,Neutral 😐
jes_wlf,37.53,28.6,33.87,51.83,Neutral 😐
jess,37.18,28.77,34.05,51.56,Neutral 😐
jess_soothill,35.01,29.54,35.45,49.78,Neutral 😐
jessecoulter,35.35,30.25,34.4,50.47,Neutral 😐
jessgrune,36.26,28.32,35.42,50.42,Neutral 😐
jessica_rose_uk,34.67,30.65,34.68,49.99,Neutral 😐
jessicabarboza1,37.47,31.11,31.42,53.03,Neutral 😐
jessicabiffi,35.73,28.79,35.48,50.13,Neutral 😐
jessicailam,32.9,32.06,35.04,48.93,Neutral 😐
jessicajohnson93,28.57,28.57,42.86,42.86,Neutral 😐
jessicakgl,35.44,29.61,34.94,50.25,Neutral 😐
jessicaleepixx,36.12,28.56,35.31,50.41,Neutral 😐
jessiealderson,36.26,29.67,34.07,51.1,Neutral 😐
jessiemiller4,33.96,29.74,36.3,48.83,Neutral 😐
jessjardim,37.14,25.71,37.14,50.0,Neutral 😐
jesskatt123,35.09,29.65,35.27,49.91,Neutral 😐
jessonaquest_,33.33,25.0,41.67,45.83,Neutral 😐
jessrabbott,34.55,33.09,32.36,51.09,Neutral 😐
jesssouthern,36.4,29.65,33.95,51.23,Neutral 😐
jessswilson,33.33,33.33,33.33,50.0,Neutral 😐
jestar1,37.93,24.14,37.93,50.0,Neutral 😐
jesyalmaguer,35.37,29.27,35.37,50.0,Neutral 😐
jewell5022,37.14,31.43,31.43,52.86,Neutral 😐
jgonzalezz25,36.69,30.19,33.12,51.79,Neutral 😐
jgulley,37.25,25.49,37.25,50.0,Neutral 😐
jhonatanlopz,100.0,0.0,0.0,100.0,Positive 😄
jillcoopersuperjump,36.77,27.1,36.13,50.32,Neutral 😐
jillcreation,33.33,27.54,39.13,47.1,Neutral 😐
jillianelaine,35.71,30.0,34.29,50.71,Neutral 😐
jillyhendrix,34.54,32.01,33.46,50.54,Neutral 😐
jillyindacity,36.24,28.93,34.83,50.7,Neutral 😐
jippheldoorn,30.88,33.66,35.46,47.71,Neutral 😐
jkawhiz,36.56,29.03,34.41,51.08,Neutral 😐
jkjoykim,37.07,31.9,31.03,53.02,Neutral 😐
jkrysto,36.11,30.56,33.33,51.39,Neutral 😐
jnfandrus,35.84,29.31,34.85,50.5,Neutral 😐
joaniemetivier,35.55,26.56,37.89,48.83,Neutral 😐
joannalemasters,40.0,30.0,30.0,55.0,Neutral 😐
jocelyn_lb,38.59,30.43,30.98,53.8,Neutral 😐
joellopez_iwish,37.5,25.0,37.5,50.0,Neutral 😐
joeylogano,34.62,30.42,34.96,49.83,Neutral 😐
johannasderhll,35.12,29.83,35.06,50.03,Neutral 😐
johannesbo,37.06,27.84,35.1,50.98,Neutral 😐
johnhill,34.87,28.58,36.55,49.16,Neutral 😐
johnnydtheboston,,,,0.0,Neutral 😐
johnxparvin,40.0,30.0,30.0,55.0,Neutral 😐
joinmediaco,40.0,40.0,20.0,60.0,Neutral 😐
jolieandgrace,35.01,29.78,35.21,49.9,Neutral 😐
joliecalvert,36.54,28.85,34.62,50.96,Neutral 😐
jolien_brx,34.8,29.91,35.29,49.76,Neutral 😐
jolina_f,34.28,29.22,36.5,48.89,Neutral 😐
jon_sanders_ink,,,,0.0,Neutral 😐
jonathanbertin,35.09,30.14,34.77,50.16,Neutral 😐
jonavimusic,38.18,23.64,38.18,50.0,Neutral 😐
jononemusic,35.32,29.37,35.32,50.0,Neutral 😐
jordanne_leigh,34.44,29.8,35.76,49.34,Neutral 😐
jordmarleyy,33.33,33.33,33.33,50.0,Neutral 😐
joseffofhollywood_official,31.91,29.79,38.3,46.81,Neutral 😐
josefinemork,33.68,34.74,31.58,51.05,Neutral 😐
josephbeavers,36.63,28.71,34.65,50.99,Neutral 😐
josephinestern,35.56,28.89,35.56,50.0,Neutral 😐
joshyoutrippin,34.59,30.17,35.24,49.68,Neutral 😐
jourdandunn,35.29,30.31,34.4,50.45,Neutral 😐
joverine,33.91,30.43,35.65,49.13,Neutral 😐
js_sport_fitness,,,,0.0,Neutral 😐
ju_romano,34.23,30.44,35.33,49.45,Neutral 😐
juajuz,35.67,28.66,35.67,50.0,Neutral 😐
juan_martiiinez,35.82,30.5,33.69,51.06,Neutral 😐
juanitasreadingcafe,34.82,30.64,34.54,50.14,Neutral 😐
judiths_place,35.69,30.2,34.12,50.78,Neutral 😐
jueverard,35.48,29.52,35.0,50.24,Neutral 😐
juju,33.73,30.38,35.89,48.92,Neutral 😐
jules_style_diary,35.22,28.93,35.85,49.69,Neutral 😐
julescecilia,34.97,30.23,34.8,50.09,Neutral 😐
julesjlceats,35.55,29.9,34.55,50.5,Neutral 😐
julia_duerr97,34.71,29.08,36.21,49.25,Neutral 😐
julia_magdalena_,34.95,29.78,35.27,49.84,Neutral 😐
juliaboudree,31.25,31.25,37.5,46.88,Neutral 😐
juliacomil,34.86,30.24,34.9,49.98,Neutral 😐
juliahlm,35.35,28.61,36.04,49.66,Neutral 😐
julialsampaio,30.77,35.9,33.33,48.72,Neutral 😐
juliamichellegreen,35.14,28.75,36.1,49.52,Neutral 😐
julian_green108,35.09,30.43,34.48,50.3,Neutral 😐
julianakara,36.11,29.39,34.5,50.8,Neutral 😐
julianalatache,36.06,30.4,33.54,51.26,Neutral 😐
julianneiwj,33.97,29.59,36.44,48.77,Neutral 😐
julianraddo,36.24,29.53,34.23,51.01,Neutral 😐
juliaranel,34.73,28.74,36.53,49.1,Neutral 😐
juliavalencia_,35.0,30.0,35.0,50.0,Neutral 😐
juliebeitveit,36.0,28.0,36.0,50.0,Neutral 😐
juliehocke,33.99,31.35,34.65,49.67,Neutral 😐
julienfabro,35.27,28.87,35.86,49.7,Neutral 😐
julieworldofbeauty,35.95,30.02,34.04,50.96,Neutral 😐
juliimare,35.26,29.34,35.41,49.92,Neutral 😐
jumoffice310,100.0,0.0,0.0,100.0,Positive 😄
just_jodes,35.46,29.64,34.9,50.28,Neutral 😐
justbeshaynna,35.23,29.92,34.85,50.19,Neutral 😐
justbrandi_,35.92,28.99,35.09,50.42,Neutral 😐
justin_mw,34.8,29.97,35.22,49.79,Neutral 😐
justinavanessa,34.46,30.01,35.54,49.46,Neutral 😐
justinebrouill,35.6,29.67,34.73,50.43,Neutral 😐
justinevanruymbeke,35.86,29.96,34.18,50.84,Neutral 😐
justinhartley,34.86,30.78,34.37,50.25,Neutral 😐
justinickpgh,34.76,30.81,34.43,50.17,Neutral 😐
justinmikel,31.71,31.71,36.59,47.56,Neutral 😐
justjordan33_,33.45,32.06,34.49,49.48,Neutral 😐
justshaemless,34.81,30.0,35.19,49.81,Neutral 😐
justtiani,32.43,32.43,35.14,48.65,Neutral 😐
jxsnfilms,35.87,30.43,33.7,51.09,Neutral 😐
kacifashionuk,50.0,0.0,50.0,50.0,Neutral 😐
kailovera,50.0,25.0,25.0,62.5,Positive 😄
kajsalie,33.92,29.24,36.84,48.54,Neutral 😐
kaleighrose__,50.0,25.0,25.0,62.5,Positive 😄
kalidesautelsreads,40.0,24.0,36.0,52.0,Neutral 😐
kallippso,50.0,25.0,25.0,62.5,Positive 😄
kalvijn,34.97,28.75,36.28,49.35,Neutral 😐
kamadawnjones,33.71,29.75,36.55,48.58,Neutral 😐
kamchronicles,32.04,29.83,38.12,46.96,Neutral 😐
kamelashair,33.33,29.63,37.04,48.15,Neutral 😐
kaminasikristikevin,37.5,37.5,25.0,56.25,Neutral 😐
kareemaq,35.48,28.96,35.56,49.96,Neutral 😐
karenheffren,36.61,25.0,38.39,49.11,Neutral 😐
karinastylediaries,34.86,29.97,35.17,49.84,Neutral 😐
karl_steinegger,34.48,30.18,35.34,49.57,Neutral 😐
karleyslutever,35.97,29.23,34.8,50.59,Neutral 😐
karli_willis,35.31,29.72,34.97,50.17,Neutral 😐
karmanmeyer,35.11,29.07,35.81,49.65,Neutral 😐
karodall,35.41,28.18,36.41,49.5,Neutral 😐
kasey_allthingsmamma,34.85,31.82,33.33,50.76,Neutral 😐
kaseyhill__,34.76,30.35,34.88,49.94,Neutral 😐
kat_the_model,33.03,31.52,35.45,48.79,Neutral 😐
katebutko,34.85,29.96,35.19,49.83,Neutral 😐
katerezkova,36.11,27.78,36.11,50.0,Neutral 😐
katerina_dalaka,36.35,29.43,34.22,51.07,Neutral 😐
kates_victorian_home,35.15,30.4,34.44,50.36,Neutral 😐
katesnumberones,35.13,29.86,35.01,50.06,Neutral 😐
katha_rinaa__,34.98,31.07,33.95,50.52,Neutral 😐
katherinezhuu,38.1,28.57,33.33,52.38,Neutral 😐
kathithelook,36.04,27.92,36.04,50.0,Neutral 😐
kathryynn,34.83,29.25,35.91,49.46,Neutral 😐
katiecboulter,34.63,31.02,34.34,50.14,Neutral 😐
katiefitnashville,35.62,29.45,34.93,50.34,Neutral 😐
katiehwillcox,35.72,28.72,35.56,50.08,Neutral 😐
katiejanehughes,34.92,30.4,34.67,50.13,Neutral 😐
katiemariephillips,34.63,29.57,35.8,49.42,Neutral 😐
katiemeshko,34.36,30.61,35.04,49.66,Neutral 😐
katiepostl,36.59,26.83,36.59,50.0,Neutral 😐
katiestewartwellness,36.31,28.03,35.67,50.32,Neutral 😐
katieurban_,35.98,28.76,35.26,50.36,Neutral 😐
katmagicwoman,32.05,33.33,34.62,48.72,Neutral 😐
katya_kulyaba,35.51,30.11,34.38,50.56,Neutral 😐
katyebh,33.48,31.34,35.17,49.15,Neutral 😐
katymospanyuk,34.86,29.99,35.15,49.86,Neutral 😐
katymousewood,33.8,31.69,34.51,49.65,Neutral 😐
kayaandersen,35.29,29.41,35.29,50.0,Neutral 😐
kaykay__x,34.88,30.23,34.88,50.0,Neutral 😐
kaylakleinman,35.24,30.1,34.66,50.29,Neutral 😐
kaylieraeliegh,33.33,33.33,33.33,50.0,Neutral 😐
kaysewhite,35.04,29.83,35.13,49.95,Neutral 😐
kazerneschiedam,50.0,0.0,50.0,50.0,Neutral 😐
kbinfinite,34.76,30.39,34.86,49.95,Neutral 😐
kcplates,33.78,29.5,36.72,48.53,Neutral 😐
kdavieswrites,35.46,29.31,35.22,50.12,Neutral 😐
keeping_simple,38.03,25.35,36.62,50.7,Neutral 😐
keepingupwithcandyblog,35.0,29.9,35.1,49.95,Neutral 😐
keganupwiththejones,34.67,28.67,36.67,49.0,Neutral 😐
keikeitravels,30.0,35.0,35.0,47.5,Neutral 😐
keinobenz,34.55,29.95,35.49,49.53,Neutral 😐
keke_dixon,35.58,28.85,35.58,50.0,Neutral 😐
kelbitheketodog,50.0,25.0,25.0,62.5,Positive 😄
kellieboo1,33.33,33.33,33.33,50.0,Neutral 😐
kellierasberry,37.19,28.57,34.24,51.48,Neutral 😐
kellydanielle,35.48,30.65,33.87,50.81,Neutral 😐
kellydemmers,33.12,32.48,34.41,49.36,Neutral 😐
kellyfondots,36.63,28.57,34.8,50.92,Neutral 😐
kellynting,38.46,30.77,30.77,53.85,Neutral 😐
kelsiebynum,34.88,30.33,34.79,50.05,Neutral 😐
kelzyness,36.33,27.73,35.94,50.2,Neutral 😐
kendallkyndall,33.54,32.14,34.32,49.61,Neutral 😐
kendallraelunde,40.91,22.73,36.36,52.27,Neutral 😐
kenlgr_,35.29,28.74,35.97,49.66,Neutral 😐
kennabbby,36.16,27.55,36.29,49.93,Neutral 😐
kennaheii,35.29,29.41,35.29,50.0,Neutral 😐
kennycole182,37.31,25.37,37.31,50.0,Neutral 😐
kenzie,35.0,30.58,34.41,50.3,Neutral 😐
kerstincook,34.58,29.17,36.25,49.17,Neutral 😐
kevinchanhoang,35.74,29.97,34.3,50.72,Neutral 😐
keyleygraham,35.38,29.82,34.8,50.29,Neutral 😐
kfiam640,38.64,27.27,34.09,52.27,Neutral 😐
kgmtl,34.54,29.36,36.1,49.22,Neutral 😐
